CRASH DATE,CRASH TIME,BOROUGH,ZIP CODE,LATITUDE,LONGITUDE,LOCATION,ON STREET NAME,CROSS STREET NAME,OFF STREET NAME,NUMBER OF PERSONS INJURED,NUMBER OF PERSONS KILLED,NUMBER OF PEDESTRIANS INJURED,NUMBER OF PEDESTRIANS KILLED,NUMBER OF CYCLIST INJURED,NUMBER OF CYCLIST KILLED,NUMBER OF MOTORIST INJURED,NUMBER OF MOTORIST KILLED,CONTRIBUTING FACTOR VEHICLE 1,CONTRIBUTING FACTOR VEHICLE 2,CONTRIBUTING FACTOR VEHICLE 3,CONTRIBUTING FACTOR VEHICLE 4,CONTRIBUTING FACTOR VEHICLE 5,COLLISION_ID,VEHICLE TYPE CODE 1,VEHICLE TYPE CODE 2,VEHICLE TYPE CODE 3,VEHICLE TYPE CODE 4,VEHICLE TYPE CODE 5
2/14/2022,17:49,,,40.699036,-73.9389,"(40.699036, -73.9389)",BROADWAY,,,1,0,0,0,0,0,1,0,Failure to Yield Right-of-Way,Unspecified,,,,4502843,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,
2/14/2022,18:45,,,0,0,"(0.0, 0.0)",BEACH CHANNEL DRIVE,,,1,0,0,0,0,0,1,0,Unspecified,,,,,4502867,Sedan,,,,
2/14/2022,12:10,MANHATTAN,10019,40.765423,-73.98582,"(40.765423, -73.98582)",,,354       WEST 54 STREET,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,4503397,Sedan,,,,
2/14/2022,19:30,BROOKLYN,11215,40.664856,-73.991684,"(40.664856, -73.991684)",,,197       PROSPECT AVENUE,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,Unspecified,,,4502742,Station Wagon/Sport Utility Vehicle,Sedan,Sedan,,
2/14/2022,23:40,,,40.815205,-73.947495,"(40.815205, -73.947495)",8 AVENUE,,,1,0,0,0,0,0,1,0,Driver Inattention/Distraction,,,,,4503144,Sedan,,,,
2/14/2022,12:20,,,40.70481,-73.93932,"(40.70481, -73.93932)",BUSHWICK AVENUE,SEIGEL STREET,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,4502769,Sedan,Sedan,,,
2/14/2022,15:15,STATEN ISLAND,10314,40.618504,-74.1235,"(40.618504, -74.1235)",MANOR ROAD,KEIBER COURT,,0,0,0,0,0,0,0,0,View Obstructed/Limited,View Obstructed/Limited,,,,4502856,Sedan,Sedan,,,
2/14/2022,6:30,BROOKLYN,11225,40.663815,-73.95256,"(40.663815, -73.95256)",,,289       EMPIRE BOULEVARD,0,0,0,0,0,0,0,0,Unspecified,,,,,4502685,Moped,,,,
2/14/2022,6:07,,,40.75652,-73.821434,"(40.75652, -73.821434)",BOWNE STREET,,,0,0,0,0,0,0,0,0,Passing Too Closely,Unspecified,,,,4502582,Sedan,Tow Truck,,,
2/14/2022,14:00,MANHATTAN,10014,40.72705,-74.00453,"(40.72705, -74.00453)",,,30        CHARLTON STREET,0,0,0,0,0,0,0,0,Unspecified,,,,,4502986,Sedan,,,,
2/14/2022,15:19,,,40.853706,-73.871864,"(40.853706, -73.871864)",BRONX RIVER PARKWAY,,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,4502729,Station Wagon/Sport Utility Vehicle,Bus,,,
2/14/2022,21:22,,,40.639977,-73.92623,"(40.639977, -73.92623)",FOSTER AVENUE,EAST 53 STREET,,1,0,0,0,0,0,1,0,Failure to Yield Right-of-Way,Unspecified,Unspecified,,,4502721,Sedan,Sedan,Sedan,,
2/14/2022,21:00,,,40.69757,-73.87144,"(40.69757, -73.87144)",JACKIE ROBINSON PKWY,,,0,0,0,0,0,0,0,0,Unsafe Lane Changing,Following Too Closely,,,,4503046,Sedan,Sedan,,,
2/14/2022,20:34,QUEENS,11105,40.776424,-73.91581,"(40.776424, -73.91581)",,,26-04     23 AVENUE,2,0,0,0,0,0,2,0,Driver Inattention/Distraction,Unspecified,,,,4502761,Sedan,Sedan,,,
2/14/2022,23:10,BROOKLYN,11235,40.58327,-73.96006,"(40.58327, -73.96006)",CONEY ISLAND AVENUE,GUIDER AVENUE,,0,0,0,0,0,0,0,0,Driver Inexperience,,,,,4502792,Sedan,,,,
2/14/2022,19:00,,,,,,PELHAM PARKWAY NORTH,BOSTON ROAD,,1,0,0,0,0,0,1,0,Traffic Control Disregarded,Traffic Control Disregarded,,,,4502821,Station Wagon/Sport Utility Vehicle,Sedan,,,
2/14/2022,7:55,,,0,0,"(0.0, 0.0)",LIBERTY AVENUE,,,0,0,0,0,0,0,0,0,Backing Unsafely,Unspecified,,,,4502750,Station Wagon/Sport Utility Vehicle,,,,
2/14/2022,9:43,QUEENS,11370,40.756794,-73.894135,"(40.756794, -73.894135)",32 AVENUE,73 STREET,,1,0,1,0,0,0,0,0,,,,,,4503208,,,,,
2/14/2022,7:30,BROOKLYN,11219,40.630016,-73.9959,"(40.630016, -73.9959)",NEW UTRECHT AVENUE,57 STREET,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,4503224,Sedan,,,,
2/14/2022,22:00,QUEENS,11420,40.67646,-73.80752,"(40.67646, -73.80752)",FOCH BOULEVARD,LINCOLN STREET,,1,0,1,0,0,0,0,0,Failure to Yield Right-of-Way,,,,,4502777,Sedan,,,,
2/14/2022,16:30,MANHATTAN,10039,40.824055,-73.93887,"(40.824055, -73.93887)",,,234       WEST 148 STREET,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,4503414,Sedan,Sedan,,,
2/14/2022,15:00,,,40.58464,-73.96017,"(40.58464, -73.96017)",BELT PARKWAY,,,1,0,0,0,0,0,1,0,Driver Inattention/Distraction,Unsafe Lane Changing,,,,4503449,Taxi,,,,
2/14/2022,9:37,MANHATTAN,10028,40.777874,-73.95175,"(40.777874, -73.95175)",EAST 86 STREET,2 AVENUE,,1,0,1,0,0,0,0,0,Driver Inattention/Distraction,,,,,4503513,Station Wagon/Sport Utility Vehicle,,,,
2/14/2022,20:26,BROOKLYN,11217,40.68039,-73.974625,"(40.68039, -73.974625)",,,65        6 AVENUE,2,0,0,0,0,0,2,0,Alcohol Involvement,View Obstructed/Limited,Unspecified,,,4503518,Sedan,Sedan,Sedan,,
2/14/2022,7:45,STATEN ISLAND,10312,40.526413,-74.167984,"(40.526413, -74.167984)",,,77        ALLEN PLACE,0,0,0,0,0,0,0,0,Backing Unsafely,Unspecified,,,,4503470,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,
2/14/2022,23:42,,,40.661015,-73.90853,"(40.661015, -73.90853)",RIVERDALE AVENUE,,,0,0,0,0,0,0,0,0,Other Vehicular,,,,,4503438,Sedan,,,,
2/14/2022,8:59,MANHATTAN,10013,40.718273,-74.00533,"(40.718273, -74.00533)",CHURCH STREET,FRANKLIN STREET,,2,0,0,0,0,0,2,0,Driver Inattention/Distraction,Unspecified,,,,4503550,Carry All,Tow Truck / Wrecker,,,
2/14/2022,10:10,BRONX,10456,40.829655,-73.91729,"(40.829655, -73.91729)",GRANT AVENUE,EAST 165 STREET,,0,0,0,0,0,0,0,0,Passing Too Closely,Unspecified,,,,4503531,Flat Bed,Sedan,,,
2/14/2022,9:59,BROOKLYN,11238,,,,PUTNAM AVENUE,IRVING PLACE,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,4503416,Station Wagon/Sport Utility Vehicle,Garbage or Refuse,,,
2/14/2022,14:02,,,40.73059,-73.99242,"(40.73059, -73.99242)",EAST 8 STREET,,,1,0,1,0,0,0,0,0,Failure to Yield Right-of-Way,,,,,4503478,Sedan,,,,
2/14/2022,10:15,QUEENS,11378,40.723705,-73.90446,"(40.723705, -73.90446)",61 STREET,56 DRIVE,,3,0,0,0,0,0,3,0,Failure to Yield Right-of-Way,Unspecified,,,,4503508,Station Wagon/Sport Utility Vehicle,Sedan,,,
2/14/2022,8:00,BROOKLYN,11233,40.67655,-73.91465,"(40.67655, -73.91465)",ATLANTIC AVENUE,RADDE PLACE,,0,0,0,0,0,0,0,0,Unspecified,,,,,4503427,Sedan,,,,
2/14/2022,22:15,QUEENS,11416,40.688435,-73.83811,"(40.688435, -73.83811)",97 AVENUE,106 STREET,,0,0,0,0,0,0,0,0,Following Too Closely,Unspecified,,,,4503464,Sedan,,,,
2/14/2022,15:00,,,40.782887,-73.9439,"(40.782887, -73.9439)",FDR DRIVE,EAST 96 STREET,,0,0,0,0,0,0,0,0,Aggressive Driving/Road Rage,Unspecified,,,,4503662,Sedan,Sedan,,,
2/14/2022,14:05,BROOKLYN,11212,40.668125,-73.90358,"(40.668125, -73.90358)",SUTTER AVENUE,POWELL STREET,,0,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Unspecified,Unspecified,Unspecified,,4503443,Sedan,Sedan,Sedan,Sedan,
2/14/2022,9:00,,,40.73447,-73.86316,"(40.73447, -73.86316)",LONG ISLAND EXPRESSWAY,,,0,0,0,0,0,0,0,0,Following Too Closely,Unspecified,,,,4503586,Sedan,Station Wagon/Sport Utility Vehicle,,,
2/14/2022,8:32,BROOKLYN,11207,40.680035,-73.9055,"(40.680035, -73.9055)",EASTERN PARKWAY,BROADWAY,,2,0,2,0,0,0,0,0,Driver Inattention/Distraction,,,,,4503428,Sedan,,,,
2/14/2022,6:01,BROOKLYN,11213,40.66602,-73.92947,"(40.66602, -73.92947)",FORD STREET,CARROLL STREET,,0,0,0,0,0,0,0,0,Backing Unsafely,Unspecified,Unspecified,Unspecified,,4503480,Station Wagon/Sport Utility Vehicle,Sedan,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,
2/14/2022,17:00,,,40.583622,-74.09544,"(40.583622, -74.09544)",HYLAN BOULEVARD,,,0,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Unspecified,,,,4503509,Sedan,Sedan,,,
2/14/2022,16:00,,,40.584663,-73.96345,"(40.584663, -73.96345)",SHORE PARKWAY,,,0,0,0,0,0,0,0,0,Other Vehicular,Driver Inattention/Distraction,Unspecified,,,4503441,Sedan,Sedan,,,
2/14/2022,12:15,MANHATTAN,10007,40.716534,-74.00668,"(40.716534, -74.00668)",CHURCH STREET,THOMAS STREET,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,4503587,E-Bike,Station Wagon/Sport Utility Vehicle,,,
2/14/2022,23:10,QUEENS,11412,40.691666,-73.76239,"(40.691666, -73.76239)",LINDEN BOULEVARD,FARMERS BOULEVARD,,1,0,0,0,0,0,1,0,Failure to Yield Right-of-Way,Failure to Yield Right-of-Way,,,,4503747,Sedan,Station Wagon/Sport Utility Vehicle,,,
2/14/2022,16:28,QUEENS,11413,40.670887,-73.76078,"(40.670887, -73.76078)",141 AVENUE,183 STREET,,0,0,0,0,0,0,0,0,Unsafe Speed,Unspecified,,,,4504318,Sedan,Sedan,,,
2/14/2022,7:30,MANHATTAN,10027,40.807095,-73.945984,"(40.807095, -73.945984)",WEST 124 STREET,LENOX AVENUE,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Drugs (illegal),,,,4504058,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,
2/14/2022,7:02,,,40.86357,-73.92602,"(40.86357, -73.92602)",SHERMAN AVENUE,,,0,0,0,0,0,0,0,0,Unsafe Lane Changing,Unspecified,,,,4503898,Bus,Refrigerated Van,,,
2/14/2022,16:20,BROOKLYN,11237,40.706306,-73.919586,"(40.706306, -73.919586)",SUYDAM STREET,SAINT NICHOLAS AVENUE,,0,0,0,0,0,0,0,0,Unspecified,,,,,4504188,Van,,,,
2/14/2022,14:54,,,40.55417,-74.14051,"(40.55417, -74.14051)",AMBOY ROAD,,,0,0,0,0,0,0,0,0,Traffic Control Disregarded,Unspecified,,,,4503799,Sedan,Bus,,,
2/14/2022,16:37,MANHATTAN,10033,40.84751,-73.931625,"(40.84751, -73.931625)",,,500       WEST 180 STREET,0,0,0,0,0,0,0,0,Backing Unsafely,Unspecified,,,,4503902,Sedan,Box Truck,,,
2/14/2022,19:55,,,40.668648,-73.92835,"(40.668648, -73.92835)",ROCHESTER AVENUE,,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,,,,4504219,Sedan,Sedan,,,
2/14/2022,17:46,BROOKLYN,11213,40.670933,-73.937546,"(40.670933, -73.937546)",,,1234      SAINT JOHNS PLACE,0,0,0,0,0,0,0,0,Backing Unsafely,,,,,4504225,Box Truck,,,,
2/14/2022,2:00,BROOKLYN,11212,40.664078,-73.915146,"(40.664078, -73.915146)",,,2042      STRAUSS STREET,0,0,0,0,0,0,0,0,Unspecified,,,,,4504138,Station Wagon/Sport Utility Vehicle,,,,
2/14/2022,15:45,STATEN ISLAND,10306,40.556534,-74.12813,"(40.556534, -74.12813)",HYLAN BOULEVARD,BUFFALO STREET,,1,0,1,0,0,0,0,0,Failure to Yield Right-of-Way,,,,,4503778,,,,,
2/14/2022,14:00,,,40.68484,-73.79281,"(40.68484, -73.79281)",SUTPHIN BOULEVARD,115 AVENUE,,0,0,0,0,0,0,0,0,Following Too Closely,Unspecified,,,,4504054,Station Wagon/Sport Utility Vehicle,,,,
2/14/2022,19:33,MANHATTAN,10023,40.776722,-73.979294,"(40.776722, -73.979294)",COLUMBUS AVENUE,WEST 71 STREET,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,4503742,Station Wagon/Sport Utility Vehicle,Sedan,,,
2/14/2022,16:23,QUEENS,11694,40.582745,-73.835075,"(40.582745, -73.835075)",,,112-01    BEACH CHANNEL DRIVE,0,0,0,0,0,0,0,0,Following Too Closely,Unspecified,,,,4503710,Station Wagon/Sport Utility Vehicle,Sedan,,,
2/14/2022,5:52,,,40.83927,-73.92257,"(40.83927, -73.92257)",WEST 169 STREET,,,0,0,0,0,0,0,0,0,Backing Unsafely,Unspecified,,,,4504097,Sedan,Sedan,,,
2/14/2022,6:00,MANHATTAN,10017,40.753624,-73.96944,"(40.753624, -73.96944)",2 AVENUE,EAST 48 STREET,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,,,,4503947,Station Wagon/Sport Utility Vehicle,Pick-up Truck,,,
2/14/2022,10:49,,,,,,WB Grand street,Bialystoker place,,0,0,0,0,0,0,0,0,Following Too Closely,Unspecified,Unspecified,,,4504003,Pick-up Truck,Sedan,Taxi,,
2/14/2022,0:55,BROOKLYN,11221,40.69076,-73.930626,"(40.69076, -73.930626)",REID AVENUE,GREENE AVENUE,,0,0,0,0,0,0,0,0,Unsafe Speed,Unspecified,,,,4504269,Taxi,,,,
2/14/2022,17:50,MANHATTAN,10024,40.785534,-73.98401,"(40.785534, -73.98401)",HENRY HUDSON PARKWAY,WEST 79 STREET,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,4503738,Sedan,Station Wagon/Sport Utility Vehicle,,,
2/14/2022,18:45,,,,,,BROOKLYN BATTERY TUNNEL,,,0,0,0,0,0,0,0,0,Following Too Closely,Unspecified,,,,4503925,Pick-up Truck,Station Wagon/Sport Utility Vehicle,,,
2/14/2022,9:20,BROOKLYN,11218,40.639297,-73.98409,"(40.639297, -73.98409)",14 AVENUE,39 STREET,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,4504039,FIRE,Box Truck,,,
2/14/2022,12:15,MANHATTAN,10024,40.78994,-73.98036,"(40.78994, -73.98036)",RIVERSIDE DRIVE,WEST 86 STREET,,1,0,0,0,0,0,1,0,Driver Inattention/Distraction,Unspecified,,,,4503743,Taxi,Sedan,,,
2/14/2022,7:15,BROOKLYN,11216,40.690025,-73.95,"(40.690025, -73.95)",,,618       LAFAYETTE AVENUE,0,0,0,0,0,0,0,0,Passing or Lane Usage Improper,Passing or Lane Usage Improper,Unspecified,,,4504127,Sedan,Station Wagon/Sport Utility Vehicle,Sedan,,
2/14/2022,8:05,MANHATTAN,10016,40.740444,-73.97594,"(40.740444, -73.97594)",,,492       1 AVENUE,1,0,1,0,0,0,0,0,,,,,,4504294,Sedan,,,,
2/14/2022,8:25,,,40.66895,-73.9339,"(40.66895, -73.9339)",EASTERN PARKWAY,,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,4504237,Bus,,,,
2/14/2022,19:20,STATEN ISLAND,10306,0,0,"(0.0, 0.0)",HUNTER AVENUE,IDLEASE PLACE,,0,0,0,0,0,0,0,0,Passing Too Closely,Unspecified,,,,4503802,Garbage or Refuse,Sedan,,,
2/14/2022,17:23,BROOKLYN,11207,0,0,"(0.0, 0.0)",JAMAICA AVENUE,BUSHWICK AVENUE,,0,0,0,0,0,0,0,0,Other Vehicular,Other Vehicular,,,,4504560,Sedan,Station Wagon/Sport Utility Vehicle,,,
2/14/2022,16:00,MANHATTAN,10023,40.77178,-73.9792,"(40.77178, -73.9792)",WEST 65 STREET,CENTRAL PARK WEST,,1,0,1,0,0,0,0,0,Driver Inexperience,,,,,4504653,,,,,
2/14/2022,15:29,BRONX,10454,40.80568,-73.91484,"(40.80568, -73.91484)",,,622       EAST 138 STREET,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,4504449,Taxi,Sedan,,,
2/14/2022,0:55,BRONX,10454,40.80549,-73.91031,"(40.80549, -73.91031)",EAST 140 STREET,BRUCKNER BOULEVARD,,1,0,0,0,0,0,1,0,Unsafe Speed,Unsafe Speed,,,,4504450,Station Wagon/Sport Utility Vehicle,Sedan,,,
2/14/2022,13:30,BROOKLYN,11207,40.67189,-73.895874,"(40.67189, -73.895874)",PITKIN AVENUE,PENNSYLVANIA AVENUE,,0,0,0,0,0,0,0,0,Turning Improperly,Unspecified,,,,4504563,Station Wagon/Sport Utility Vehicle,Box Truck,,,
2/14/2022,13:00,BRONX,10470,40.898876,-73.85539,"(40.898876, -73.85539)",EAST 238 STREET,RICHARDSON AVENUE,,0,0,0,0,0,0,0,0,Unspecified,,,,,4504683,Station Wagon/Sport Utility Vehicle,,,,
2/14/2022,20:54,MANHATTAN,10028,40.779366,-73.95527,"(40.779366, -73.95527)",,,147       EAST 86 STREET,0,0,0,0,0,0,0,0,Driver Inexperience,Unspecified,,,,4504865,Station Wagon/Sport Utility Vehicle,Ambulance,,,
2/14/2022,22:05,MANHATTAN,10011,40.74189,-74.00471,"(40.74189, -74.00471)",,,75        9 AVENUE,0,0,0,0,0,0,0,0,Passing or Lane Usage Improper,,,,,4504906,Sedan,,,,
2/14/2022,5:30,MANHATTAN,10013,40.71813,-74.00141,"(40.71813, -74.00141)",,,86        WALKER STREET,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,4504705,Sedan,Box Truck,,,
2/14/2022,0:00,QUEENS,11101,40.73572,-73.93677,"(40.73572, -73.93677)",VANDAM STREET,STARR AVENUE,,0,0,0,0,0,0,0,0,Oversized Vehicle,Driver Inattention/Distraction,,,,4504675,Chassis Cab,Bus,,,
2/14/2022,16:54,BRONX,10468,40.862755,-73.901085,"(40.862755, -73.901085)",EAST FORDHAM ROAD,JEROME AVENUE,,0,0,0,0,0,0,0,0,Other Vehicular,Unspecified,,,,4504697,Tractor Truck Diesel,Station Wagon/Sport Utility Vehicle,,,
2/14/2022,18:21,,,0,0,"(0.0, 0.0)",7 AVENUE,6 STREET,,1,0,0,0,0,0,0,0,Unsafe Speed,Unspecified,,,,4505179,E-Bike,Sedan,,,
2/14/2022,7:57,QUEENS,11369,40.76181,-73.8683,"(40.76181, -73.8683)",ASTORIA BOULEVARD,KEARNEY STREET,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,,,,4505027,Sedan,Sedan,,,
2/14/2022,7:00,BRONX,10465,40.814915,-73.828285,"(40.814915, -73.828285)",,,2576      MILES AVENUE,0,0,0,0,0,0,0,0,Unspecified,,,,,4505073,Sedan,,,,
2/14/2022,12:14,BRONX,10457,40.853905,-73.89864,"(40.853905, -73.89864)",EAST 181 STREET,TIEBOUT AVENUE,,0,0,0,0,0,0,0,0,Unspecified,,,,,4505278,Ambulance,,,,
2/14/2022,18:50,BRONX,10467,40.88489,-73.86437,"(40.88489, -73.86437)",,,624       EAST 220 STREET,0,0,0,0,0,0,0,0,Passing or Lane Usage Improper,Unspecified,,,,4505229,Sedan,,,,
2/14/2022,3:10,,,40.744892,-73.77022,"(40.744892, -73.77022)",LONG ISLAND EXPRESSWAY,,,2,0,0,0,0,0,2,0,Fell Asleep,,,,,4505532,Station Wagon/Sport Utility Vehicle,,,,
2/14/2022,16:00,,,40.828407,-73.93125,"(40.828407, -73.93125)",MACOMBS DAM BRIDGE,MAJOR DEEGAN EXPRESSWAY,,0,0,0,0,0,0,0,0,Traffic Control Disregarded,Unspecified,,,,4505888,Sedan,Sedan,,,
2/14/2022,16:43,,,40.84442,-73.92505,"(40.84442, -73.92505)",UNDERCLIFF AVENUE,,,0,0,0,0,0,0,0,0,Unspecified,,,,,4505549,Station Wagon/Sport Utility Vehicle,,,,
2/14/2022,22:36,BROOKLYN,11204,40.61368,-73.98882,"(40.61368, -73.98882)",70 STREET,20 AVENUE,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,,,,4506213,Sedan,Sedan,,,
2/14/2022,8:00,BRONX,10466,0,0,"(0.0, 0.0)",,,3941      SECOR AVENUE,0,0,0,0,0,0,0,0,Passing or Lane Usage Improper,Unspecified,,,,4505504,Sedan,,,,
2/14/2022,8:45,,,0,0,"(0.0, 0.0)",JAMAICA AVENUE,,,1,0,1,0,0,0,0,0,Driver Inattention/Distraction,,,,,4506268,Station Wagon/Sport Utility Vehicle,,,,
2/14/2022,14:20,MANHATTAN,10026,40.80602,-73.954216,"(40.80602, -73.954216)",,,2195      8 AVENUE,1,0,0,0,0,0,0,0,Backing Unsafely,Driver Inattention/Distraction,,,,4506401,Station Wagon/Sport Utility Vehicle,E-Scooter,,,
2/14/2022,20:53,,,40.587265,-73.983475,"(40.587265, -73.983475)",STILLWELL AVENUE,,,0,0,0,0,0,0,0,0,Alcohol Involvement,Unspecified,,,,4506594,Station Wagon/Sport Utility Vehicle,Sedan,,,
2/14/2022,8:30,BROOKLYN,11203,40.65749,-73.931015,"(40.65749, -73.931015)",,,654       UTICA AVENUE,0,0,0,0,0,0,0,0,Unspecified,,,,,4506484,Station Wagon/Sport Utility Vehicle,,,,
2/14/2022,7:30,QUEENS,11368,40.748672,-73.862885,"(40.748672, -73.862885)",,,41-02     103 STREET,0,0,0,0,0,0,0,0,Unspecified,,,,,4506707,Station Wagon/Sport Utility Vehicle,,,,
2/15/2022,18:40,QUEENS,11377,40.738316,-73.89411,"(40.738316, -73.89411)",70 STREET,48 AVENUE,,1,0,0,0,0,0,1,0,Traffic Control Disregarded,Unspecified,,,,4503347,Sedan,,,,
2/15/2022,16:15,,,,,,BROADWAY,,,0,0,0,0,0,0,0,0,Unsafe Lane Changing,Following Too Closely,,,,4503074,Pick-up Truck,Sedan,,,
2/15/2022,12:29,BROOKLYN,11212,40.66331,-73.92106,"(40.66331, -73.92106)",EAST 98 STREET,WINTHROP STREET,,1,0,1,0,0,0,0,0,,,,,,4503195,Sedan,,,,
2/15/2022,10:21,MANHATTAN,10018,40.753887,-73.99348,"(40.753887, -73.99348)",,,327       WEST 36 STREET,0,0,0,0,0,0,0,0,Following Too Closely,Unspecified,,,,4503125,Sedan,Box Truck,,,
2/15/2022,13:28,,,,,,THROGS NECK BRIDGE,,,2,0,0,0,0,0,2,0,Unsafe Lane Changing,Unsafe Lane Changing,,,,4503485,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,
2/15/2022,0:40,QUEENS,11432,40.714035,-73.78281,"(40.714035, -73.78281)",WEXFORD TERRACE,MIDLAND PARKWAY,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,4502746,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,
2/15/2022,12:05,MANHATTAN,10065,40.763733,-73.96592,"(40.763733, -73.96592)",,,175       EAST 62 STREET,0,0,0,0,0,0,0,0,Following Too Closely,Unspecified,,,,4503103,Station Wagon/Sport Utility Vehicle,Box Truck,,,
2/15/2022,13:44,MANHATTAN,10039,40.82195,-73.93579,"(40.82195, -73.93579)",,,101       WEST 147 STREET,0,0,0,0,0,0,0,0,Other Vehicular,Turning Improperly,,,,4503152,Sedan,Sedan,,,
2/15/2022,0:30,BROOKLYN,11237,40.707783,-73.932076,"(40.707783, -73.932076)",KNICKERBOCKER AVENUE,JOHNSON AVENUE,,0,0,0,0,0,0,0,0,Following Too Closely,Unspecified,,,,4502765,Sedan,Station Wagon/Sport Utility Vehicle,,,
2/15/2022,19:20,,,40.84288,-73.913574,"(40.84288, -73.913574)",WALTON AVENUE,,,1,0,0,0,0,0,1,0,Reaction to Uninvolved Vehicle,Unspecified,,,,4503159,Sedan,Box Truck,,,
2/15/2022,7:40,BRONX,10462,0,0,"(0.0, 0.0)",,,2184      BARNES AVENUE,0,0,0,0,0,0,0,0,Backing Unsafely,Unspecified,,,,4502837,Sedan,Station Wagon/Sport Utility Vehicle,,,
2/15/2022,16:30,BRONX,10465,40.82927,-73.824905,"(40.82927, -73.824905)",,,3587      EAST TREMONT AVENUE,2,0,0,0,0,0,2,0,Other Vehicular,Driver Inattention/Distraction,,,,4503053,Sedan,Station Wagon/Sport Utility Vehicle,,,
2/15/2022,9:50,BRONX,10460,40.843132,-73.86694,"(40.843132, -73.86694)",,,638       VANNEST AVENUE,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,4503215,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,
2/15/2022,13:20,MANHATTAN,10005,0,0,"(0.0, 0.0)",,,60        PINE STREET,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,4503250,Box Truck,Box Truck,,,
2/15/2022,18:41,,,40.69687,-73.923035,"(40.69687, -73.923035)",HIMROD STREET,,,0,0,0,0,0,0,0,0,Passing Too Closely,Unspecified,,,,4503384,Box Truck,Taxi,,,
2/15/2022,12:49,QUEENS,11432,,,,179 STREET,JAMAICA AVENUE,,2,0,0,0,0,0,2,0,Driver Inattention/Distraction,Driver Inattention/Distraction,,,,4503020,Sedan,Sedan,,,
2/15/2022,11:36,MANHATTAN,10027,40.81733,-73.95222,"(40.81733, -73.95222)",,,102       CONVENT AVENUE,0,0,0,0,0,0,0,0,Passing Too Closely,Unspecified,,,,4502941,Sedan,Sedan,,,
2/15/2022,19:24,BROOKLYN,11249,40.703686,-73.965065,"(40.703686, -73.965065)",WYTHE AVENUE,WILSON STREET,,1,0,0,0,1,0,0,0,Failure to Yield Right-of-Way,Unspecified,,,,4503679,Station Wagon/Sport Utility Vehicle,Bike,,,
2/15/2022,14:02,,,40.65133,-73.90607,"(40.65133, -73.90607)",AVENUE D,ROCKAWAY AVENUE,,0,0,0,0,0,0,0,0,Unspecified,,,,,4502996,Sedan,,,,
2/15/2022,9:18,MANHATTAN,10011,40.741077,-74.001564,"(40.741077, -74.001564)",WEST 16 STREET,8 AVENUE,,1,0,1,0,0,0,0,0,Unspecified,,,,,4502943,Sedan,,,,
2/15/2022,14:45,BRONX,10456,40.83098,-73.91443,"(40.83098, -73.91443)",,,1110      COLLEGE AVENUE,1,0,1,0,0,0,0,0,Backing Unsafely,,,,,4503038,Station Wagon/Sport Utility Vehicle,,,,
2/15/2022,6:25,BROOKLYN,11203,40.653503,-73.935425,"(40.653503, -73.935425)",LINDEN BOULEVARD,EAST 45 STREET,,0,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Unspecified,,,,4502863,Station Wagon/Sport Utility Vehicle,Sedan,,,
