datetime,AGG. ASSAULT,ARSON,AUTO THEFT,BURGLARY,COMMON ASSAULT,HOMICIDE,LARCENY,LARCENY FROM AUTO,RAPE,ROBBERY - CARJACKING,ROBBERY - COMMERCIAL,ROBBERY - RESIDENCE,ROBBERY - STREET,SHOOTING
2017-03-27,24,0,11,34,27,1,25,14,0,1,2,1,9,3
2017-03-28,15,0,9,20,22,1,25,14,1,0,3,0,7,1
2017-03-29,14,0,10,23,28,2,21,21,1,2,2,2,7,3
2017-03-30,10,0,13,16,18,1,34,15,1,2,3,1,11,1
2017-03-31,10,0,10,20,20,0,32,13,0,2,2,0,5,2
2017-04-01,21,1,8,24,28,0,38,17,2,0,3,0,12,3
2017-04-02,11,1,2,13,22,0,22,17,2,2,1,1,7,1
2017-04-03,21,0,9,27,41,1,25,18,1,0,1,0,10,2
2017-04-04,18,1,14,13,25,1,33,13,0,3,1,1,10,0
2017-04-05,13,0,10,26,29,0,24,13,1,2,1,0,11,2
2017-04-06,12,1,12,13,23,0,25,10,2,3,3,1,9,1
2017-04-07,19,0,12,27,17,0,26,13,1,0,2,3,8,0
2017-04-08,22,1,13,16,32,2,26,11,1,2,1,0,4,4
2017-04-09,16,0,14,12,32,2,22,23,0,1,0,3,11,2
2017-04-10,30,1,16,25,21,1,29,19,0,1,5,0,13,2
2017-04-11,25,0,11,27,15,1,23,19,1,0,4,2,7,3
2017-04-12,18,0,11,23,19,0,33,13,1,0,1,0,9,3
2017-04-13,13,2,17,18,20,1,28,10,1,0,2,1,7,1
2017-04-14,12,0,17,21,30,2,23,20,1,2,7,1,9,1
2017-04-15,23,3,8,26,45,1,22,16,2,0,3,2,11,3
2017-04-16,26,0,12,12,32,2,20,16,2,0,1,1,13,4
2017-04-17,22,0,8,23,25,1,22,17,1,1,0,1,6,2
2017-04-18,16,0,7,13,22,1,28,10,1,0,2,1,4,1
2017-04-19,20,2,8,17,37,0,27,12,0,0,3,1,9,3
2017-04-20,21,0,9,28,35,1,35,15,2,0,1,0,8,2
2017-04-21,18,1,13,24,38,1,21,19,1,3,6,2,16,0
2017-04-22,18,0,14,24,27,0,30,16,2,1,2,2,9,5
2017-04-23,24,3,18,15,21,1,29,18,0,5,1,2,13,2
2017-04-24,17,6,7,22,24,3,28,12,3,0,1,0,7,0
2017-04-25,17,1,11,37,19,0,23,11,2,3,2,1,12,0
2017-04-26,22,1,11,25,26,0,27,6,0,2,2,1,14,1
2017-04-27,18,0,15,18,35,0,28,16,1,0,1,2,7,1
2017-04-28,16,0,17,30,23,2,36,18,2,2,3,1,5,0
2017-04-29,18,2,11,22,20,3,22,5,0,4,2,1,9,3
2017-04-30,13,2,8,23,32,2,32,16,2,2,2,1,9,0
2017-05-01,12,1,13,20,25,0,35,17,2,1,0,0,9,1
2017-05-02,21,1,11,25,33,3,27,21,2,0,3,2,17,2
2017-05-03,22,0,15,20,25,1,26,14,2,0,1,3,13,3
2017-05-04,17,0,15,25,24,1,31,21,0,1,0,2,10,0
2017-05-05,9,1,13,24,33,0,30,16,0,1,1,1,12,0
2017-05-06,13,1,14,19,36,5,32,18,0,2,5,1,21,0
2017-05-07,20,0,10,17,25,0,30,17,0,0,1,1,11,4
2017-05-08,18,1,13,29,22,2,29,23,1,2,2,0,10,1
2017-05-09,13,1,10,19,29,3,27,14,1,1,1,0,9,2
2017-05-10,10,2,15,22,32,0,26,20,0,0,3,0,8,0
2017-05-11,10,1,11,16,20,1,30,16,0,1,3,1,9,0
2017-05-12,15,0,10,39,23,1,23,19,1,3,3,0,20,0
2017-05-13,19,1,8,20,21,0,22,19,1,0,3,4,13,3
2017-05-14,20,0,10,20,23,1,20,19,0,0,2,1,19,1
2017-05-15,17,0,13,37,29,2,29,7,1,1,1,4,14,1
2017-05-16,20,1,10,29,33,1,23,14,1,1,3,4,12,3
2017-05-17,18,3,20,34,27,2,39,22,2,0,2,1,10,1
2017-05-18,16,1,11,23,22,1,31,17,2,0,4,4,9,2
2017-05-19,20,1,10,23,21,1,32,11,2,3,4,2,10,1
2017-05-20,16,0,14,25,35,0,32,20,4,0,2,0,20,1
2017-05-21,17,3,14,19,29,1,21,15,2,4,5,1,14,1
2017-05-22,15,0,14,29,25,2,32,27,2,1,4,8,18,3
2017-05-23,20,2,17,22,11,1,28,12,0,1,3,1,11,1
2017-05-24,15,0,18,25,27,2,34,13,0,0,0,1,13,0
2017-05-25,19,2,14,30,24,1,26,24,0,0,2,5,5,2
2017-05-26,17,2,12,28,30,1,40,20,3,1,1,0,10,1
2017-05-27,15,1,15,21,29,0,29,15,3,2,3,1,7,0
2017-05-28,23,0,15,9,21,0,26,5,2,1,1,2,16,1
2017-05-29,15,1,12,15,34,1,36,8,1,1,0,1,10,2
2017-05-30,6,0,13,16,29,2,30,25,1,1,4,3,13,1
2017-05-31,12,0,18,29,33,2,36,14,1,1,5,1,13,1
2017-06-01,19,2,18,20,23,0,37,26,1,1,2,2,16,3
2017-06-02,13,1,17,25,33,1,44,14,0,2,1,2,10,0
2017-06-03,21,0,8,16,26,3,33,15,3,2,0,1,8,1
2017-06-04,9,1,11,15,21,0,30,12,1,3,4,1,5,1
2017-06-05,17,1,10,21,23,1,34,19,3,0,2,4,8,1
2017-06-06,18,0,12,32,25,0,34,15,0,1,2,0,6,2
2017-06-07,13,1,16,23,41,0,28,17,1,3,0,1,11,1
2017-06-08,20,2,17,25,20,0,47,14,0,2,3,1,12,4
2017-06-09,28,0,14,24,24,2,44,16,1,0,4,0,17,5
2017-06-10,22,1,13,12,19,0,23,19,2,1,4,0,13,3
2017-06-11,27,0,12,16,31,0,31,27,0,1,4,2,12,6
2017-06-12,17,1,16,24,29,3,30,13,4,1,4,1,11,4
2017-06-13,15,0,22,11,42,3,38,15,0,2,1,1,10,6
2017-06-14,9,1,16,19,27,0,37,14,1,1,2,3,13,2
2017-06-15,14,1,10,19,20,0,38,16,1,1,3,3,14,1
2017-06-16,10,0,18,18,26,0,33,26,0,1,0,2,10,0
2017-06-17,15,2,16,28,37,0,22,27,0,4,1,4,7,2
2017-06-18,25,1,22,26,34,1,23,9,0,1,1,3,9,3
2017-06-19,23,1,6,26,37,0,36,10,1,2,1,2,8,2
2017-06-20,13,1,20,20,15,1,33,14,2,0,2,1,5,0
2017-06-21,13,0,20,31,33,1,28,14,1,2,5,2,8,0
2017-06-22,21,0,12,14,22,0,30,7,2,0,1,2,12,2
2017-06-23,22,6,17,23,27,2,37,17,0,2,8,2,13,3
2017-06-24,19,0,20,22,36,0,29,11,0,0,1,3,12,4
2017-06-25,14,1,15,12,33,2,28,27,1,2,0,0,11,3
2017-06-26,27,3,19,26,19,0,26,23,2,2,3,3,18,0
2017-06-27,20,0,15,30,23,1,27,15,0,1,6,3,19,1
2017-06-28,12,0,15,24,19,1,35,19,1,3,0,2,19,0
2017-06-29,26,3,14,16,18,2,26,16,3,3,4,0,9,7
2017-06-30,11,2,19,32,18,0,50,16,3,3,2,1,11,5
2017-07-01,14,1,17,18,29,2,29,19,3,2,0,2,10,2
2017-07-02,22,0,11,16,19,1,27,15,1,1,4,2,9,0
2017-07-03,10,1,18,18,17,3,29,12,2,3,1,1,10,2
2017-07-04,15,6,12,10,39,0,29,14,1,3,2,1,7,0
2017-07-05,29,0,10,24,19,4,28,14,2,1,4,1,12,2
2017-07-06,13,1,22,24,15,2,30,18,1,1,3,0,9,3
2017-07-07,21,0,14,17,32,1,33,16,0,3,7,1,7,5
2017-07-08,17,0,21,16,20,0,11,10,2,4,1,1,2,4
2017-07-09,13,2,9,24,21,0,21,20,0,5,1,4,8,0
2017-07-10,12,1,10,18,24,0,40,26,0,2,6,1,15,2
2017-07-11,18,0,16,18,17,0,42,25,1,1,2,1,9,1
2017-07-12,21,1,7,17,22,1,39,24,1,3,5,5,15,2
2017-07-13,17,1,11,19,32,1,43,18,1,1,4,1,8,4
2017-07-14,17,0,13,25,22,2,56,17,3,4,1,1,15,6
2017-07-15,16,5,14,21,21,0,35,12,0,5,4,0,16,3
2017-07-16,17,0,13,9,34,0,22,24,1,2,5,1,7,4
2017-07-17,20,0,16,26,24,1,27,11,0,3,6,9,10,2
2017-07-18,15,0,15,26,16,1,29,11,0,2,6,1,16,4
2017-07-19,10,0,13,28,24,1,34,20,3,2,2,12,10,3
2017-07-20,24,1,11,29,26,0,32,13,1,4,4,0,4,2
2017-07-21,17,0,11,27,23,2,39,19,1,2,4,1,16,4
2017-07-22,18,0,16,16,32,1,20,17,1,6,1,1,9,3
2017-07-23,27,2,14,27,31,1,29,13,0,3,5,3,15,3
2017-07-24,16,0,15,19,18,2,38,25,2,3,6,1,11,3
2017-07-25,15,3,7,31,23,3,45,23,1,3,4,3,12,2
2017-07-26,8,0,12,20,20,1,29,20,0,3,3,0,12,2
2017-07-27,17,0,16,18,26,1,29,22,0,0,4,0,5,1
2017-07-28,11,0,13,37,18,1,28,20,1,1,1,1,11,2
2017-07-29,25,2,11,20,19,1,39,12,3,2,2,1,9,2
2017-07-30,16,1,8,24,32,1,33,14,3,2,4,1,12,3
2017-07-31,16,0,12,34,22,0,46,12,2,1,2,0,10,0
2017-08-01,18,0,10,28,25,2,32,21,3,2,4,2,11,0
2017-08-02,20,2,13,25,16,2,41,13,0,1,1,2,10,4
2017-08-03,18,0,16,26,26,0,36,17,1,4,3,2,16,3
2017-08-04,12,1,8,21,11,0,48,14,0,1,3,1,10,0
2017-08-05,18,0,9,16,26,2,37,17,0,1,0,1,10,1
2017-08-06,17,1,10,22,36,0,26,27,3,2,2,2,6,3
2017-08-07,12,0,10,25,16,1,30,20,2,0,4,1,9,2
2017-08-08,13,1,8,22,19,2,44,16,5,1,3,2,6,2
2017-08-09,20,1,13,17,25,0,31,16,2,4,5,1,10,1
2017-08-10,23,0,13,28,18,1,33,20,1,1,4,0,9,4
2017-08-11,20,1,8,19,21,3,33,25,1,1,5,2,4,2
2017-08-12,7,0,10,19,35,1,40,38,0,0,5,3,6,0
2017-08-13,23,1,14,12,34,0,41,22,2,0,2,6,17,3
2017-08-14,21,1,13,26,19,1,30,25,1,3,3,4,15,6
2017-08-15,17,0,8,23,26,0,29,28,0,2,3,3,7,4
2017-08-16,20,0,8,31,24,1,37,18,1,1,3,0,15,1
2017-08-17,11,0,14,42,27,2,25,15,1,2,1,0,11,2
2017-08-18,10,0,10,30,18,0,36,14,1,0,4,0,5,0
2017-08-19,17,3,16,28,12,2,23,10,3,3,4,0,12,1
2017-08-20,19,2,10,20,23,0,26,9,1,1,2,4,21,0
2017-08-21,19,0,11,29,20,1,26,26,1,1,6,3,10,8
2017-08-22,21,1,16,26,30,2,41,18,2,2,2,4,11,1
2017-08-23,16,0,12,30,19,0,32,14,1,1,4,4,6,4
2017-08-24,20,2,12,29,13,0,36,12,2,1,7,1,7,4
2017-08-25,22,0,16,24,19,2,40,23,1,2,1,1,8,2
2017-08-26,11,3,13,19,31,1,27,27,1,1,8,1,17,2
2017-08-27,22,1,17,34,24,0,31,17,0,2,1,3,14,4
2017-08-28,17,1,7,17,17,1,28,18,3,2,2,3,10,2
2017-08-29,13,1,12,19,22,0,16,23,1,4,3,1,11,2
2017-08-30,12,4,13,24,20,4,28,19,0,3,2,0,12,2
2017-08-31,7,0,8,26,23,0,42,22,1,2,4,3,15,1
2017-09-01,17,2,11,30,18,0,33,11,3,1,0,1,14,1
2017-09-02,19,2,8,17,20,2,24,16,2,0,2,2,7,2
2017-09-03,17,0,17,15,28,0,20,14,0,1,0,2,10,2
2017-09-04,8,0,13,28,30,4,21,21,1,1,2,1,12,1
2017-09-05,20,0,11,22,15,1,25,11,0,0,2,1,14,2
2017-09-06,11,1,8,20,18,1,29,14,0,2,1,1,8,0
2017-09-07,15,0,13,14,19,0,39,10,1,1,2,1,14,1
2017-09-08,11,0,11,21,24,1,47,16,1,1,4,1,10,1
2017-09-09,20,1,13,23,19,0,33,13,1,1,2,1,13,4
2017-09-10,15,1,15,25,32,0,14,16,2,3,2,1,11,0
2017-09-11,14,3,9,29,19,1,34,25,3,1,4,2,11,2
2017-09-12,19,0,12,24,16,0,29,11,0,1,4,1,8,6
2017-09-13,14,3,9,19,19,2,33,14,2,2,7,3,10,1
2017-09-14,9,0,9,26,15,0,40,16,1,3,3,1,12,0
2017-09-15,17,0,23,23,25,0,34,15,0,0,7,0,15,3
2017-09-16,25,0,7,14,32,1,30,11,0,0,3,2,20,4
2017-09-17,25,0,11,15,27,1,24,27,0,2,5,1,12,1
2017-09-18,13,1,18,33,21,1,37,16,2,2,7,1,19,3
2017-09-19,21,0,12,22,29,1,32,16,0,1,2,2,12,1
2017-09-20,12,0,8,32,23,1,35,15,0,0,5,0,12,2
2017-09-21,14,0,15,19,26,1,36,15,0,2,0,1,19,1
2017-09-22,18,1,16,33,27,1,38,15,0,2,2,2,16,2
2017-09-23,19,0,15,21,28,3,32,25,2,1,5,0,20,0
2017-09-24,26,3,12,23,27,0,30,15,1,1,2,2,7,8
2017-09-25,15,2,10,27,27,3,37,26,0,1,2,2,12,3
2017-09-26,22,0,12,26,26,4,36,18,0,2,3,2,16,5
2017-09-27,21,1,10,30,20,1,36,17,1,0,6,2,12,3
2017-09-28,15,0,6,28,25,0,44,17,0,2,3,1,10,0
2017-09-29,16,0,12,24,31,1,31,20,0,0,1,0,9,3
2017-09-30,19,1,9,24,24,1,26,14,1,3,2,0,15,2
2017-10-01,20,0,11,16,28,2,30,23,2,0,1,1,17,2
2017-10-02,13,1,7,24,22,3,38,12,1,2,1,2,7,1
2017-10-03,17,1,11,22,24,1,34,16,2,1,2,2,11,7
2017-10-04,17,2,14,20,16,1,49,17,0,0,2,2,16,2
2017-10-05,23,1,13,49,27,1,32,14,0,1,3,0,10,6
2017-10-06,18,0,8,33,36,0,37,8,1,1,5,1,6,2
2017-10-07,26,1,15,20,35,1,30,11,0,2,5,4,6,3
2017-10-08,16,0,15,20,29,0,19,21,1,1,1,2,13,0
2017-10-09,19,0,15,33,31,0,30,19,1,4,1,3,13,4
2017-10-10,22,0,16,28,33,1,42,15,0,1,1,2,8,4
2017-10-11,14,0,7,28,23,0,34,20,1,5,1,0,17,2
2017-10-12,11,1,11,29,23,0,28,18,2,1,1,1,20,1
2017-10-13,16,1,7,37,30,3,40,25,0,5,4,1,8,1
2017-10-14,14,0,10,17,24,0,28,23,3,2,5,4,10,6
2017-10-15,29,1,12,17,20,2,21,22,1,2,7,1,12,4
2017-10-16,9,0,11,31,15,0,36,22,0,1,6,4,15,3
2017-10-17,17,1,8,25,16,1,28,16,2,3,7,3,11,5
2017-10-18,12,2,9,31,26,1,32,19,3,3,5,1,19,0
2017-10-19,14,0,12,19,18,1,27,22,1,0,1,3,10,1
2017-10-20,14,0,8,37,21,1,27,27,1,0,4,1,6,4
2017-10-21,15,0,16,30,28,0,27,21,2,3,2,2,7,2
2017-10-22,17,1,11,20,26,0,26,25,1,0,3,5,13,3
2017-10-23,11,0,10,23,37,0,39,13,0,2,3,3,13,2
2017-10-24,17,0,16,21,19,2,35,17,0,0,2,3,6,1
2017-10-25,18,0,18,39,24,1,43,20,0,2,4,5,22,6
2017-10-26,14,0,16,26,18,1,35,17,1,3,2,0,8,2
2017-10-27,16,0,9,16,27,1,36,23,1,1,1,0,7,1
2017-10-28,16,0,17,17,23,2,29,14,0,1,1,3,10,2
2017-10-29,27,0,13,24,25,1,19,38,0,2,8,2,3,2
2017-10-30,17,0,6,17,27,1,25,16,0,1,0,2,12,4
2017-10-31,15,0,12,25,25,2,45,17,2,1,3,0,27,3
2017-11-01,16,0,11,22,18,0,37,9,1,1,3,2,15,0
2017-11-02,14,0,15,21,22,3,25,14,0,1,2,1,10,0
2017-11-03,13,1,7,14,28,1,48,19,3,0,1,0,8,1
2017-11-04,21,1,20,17,30,1,17,17,2,0,2,1,13,2
2017-11-05,10,1,13,17,26,0,26,24,2,0,2,1,4,0
2017-11-06,13,0,13,25,11,1,43,20,0,3,2,1,11,2
2017-11-07,8,2,14,22,18,0,32,12,1,1,3,2,12,1
2017-11-08,17,1,15,27,25,0,33,20,1,2,2,1,7,1
2017-11-09,19,1,12,21,17,0,26,19,0,2,4,0,8,1
2017-11-10,16,2,7,27,27,0,25,17,1,1,4,6,5,0
2017-11-11,11,0,15,22,15,0,23,16,1,1,8,1,8,1
2017-11-12,11,0,16,9,21,2,28,26,1,1,0,4,8,0
2017-11-13,20,0,14,23,27,0,33,22,0,4,3,0,4,5
2017-11-14,14,2,13,19,28,3,29,24,0,1,6,3,7,3
2017-11-15,14,0,11,19,18,0,28,18,1,1,4,4,12,1
2017-11-16,25,0,8,22,24,1,37,12,0,3,1,1,16,1
2017-11-17,24,2,16,16,23,0,31,10,1,0,5,3,6,0
2017-11-18,13,0,15,20,25,0,30,15,0,0,6,0,12,1
2017-11-19,10,0,12,14,20,0,20,21,0,1,4,2,13,0
2017-11-20,20,2,13,17,21,0,31,18,0,3,3,1,15,4
2017-11-21,14,1,14,25,15,1,17,18,0,3,2,3,14,5
2017-11-22,5,0,18,38,24,0,23,24,0,3,2,0,9,1
2017-11-23,11,0,7,20,20,0,14,13,0,2,4,1,4,1
2017-11-24,18,0,15,24,22,2,28,28,0,2,5,2,18,2
2017-11-25,12,1,12,18,18,2,21,17,1,2,3,1,5,0
2017-11-26,11,0,20,20,31,0,25,29,0,1,5,0,12,1
2017-11-27,20,1,16,33,18,0,31,23,1,5,4,0,21,1
2017-11-28,19,0,12,36,21,3,22,19,1,1,1,3,9,2
2017-11-29,13,0,15,30,24,0,42,17,1,1,8,1,20,2
2017-11-30,12,0,9,23,23,3,32,16,0,2,5,2,9,0
2017-12-01,14,1,15,21,16,0,41,19,6,2,2,1,12,4
2017-12-02,8,0,12,15,22,1,36,9,2,1,1,1,10,0
2017-12-03,14,0,11,14,15,1,19,17,0,1,0,2,13,4
2017-12-04,16,1,9,35,16,1,36,10,1,2,2,2,16,2
2017-12-05,8,0,16,19,16,0,24,15,1,2,6,0,16,2
2017-12-06,15,1,12,24,19,1,22,28,0,1,6,1,17,3
2017-12-07,15,0,16,28,21,1,28,17,1,1,5,0,13,2
2017-12-08,5,0,15,24,27,0,43,24,0,2,6,1,7,1
2017-12-09,14,1,11,15,12,1,29,14,2,4,3,2,13,1
2017-12-10,11,0,13,6,25,1,27,27,2,2,2,4,3,2
2017-12-11,17,1,12,27,18,0,33,13,2,1,3,2,22,1
2017-12-12,13,0,17,30,25,1,35,17,1,2,2,1,15,2
2017-12-13,12,0,18,25,16,0,27,15,1,0,3,3,18,1
2017-12-14,13,0,10,22,19,1,28,15,1,1,1,1,8,5
2017-12-15,15,0,12,21,14,2,22,9,0,1,2,0,7,5
2017-12-16,6,0,17,18,17,0,23,13,0,1,2,0,8,1
2017-12-17,25,1,20,16,31,0,21,20,1,0,3,2,7,2
2017-12-18,15,0,15,31,29,1,32,16,1,0,5,0,18,0
2017-12-19,5,0,17,26,19,1,23,13,0,5,4,1,16,1
2017-12-20,12,0,13,29,24,1,36,15,0,3,2,0,16,0
2017-12-21,12,1,10,22,22,0,37,21,2,3,6,2,15,2
2017-12-22,12,0,8,39,22,0,39,17,1,2,2,0,12,4
2017-12-23,13,1,13,12,30,2,27,18,0,2,4,0,7,1
2017-12-24,16,3,10,21,24,1,20,18,0,1,0,1,10,0
2017-12-25,12,0,11,22,19,0,16,10,2,2,4,0,6,2
2017-12-26,7,0,18,17,15,3,24,17,1,3,1,2,6,2
2017-12-27,12,0,21,16,20,1,22,16,0,1,3,1,11,1
2017-12-28,5,0,16,12,5,1,28,7,0,2,4,0,8,1
2017-12-29,19,0,17,11,16,0,23,16,0,1,4,4,9,1
2017-12-30,13,0,13,16,19,0,20,5,1,1,2,2,3,3
2017-12-31,10,1,16,8,19,0,19,4,0,0,6,1,2,0
2018-01-01,10,2,10,16,31,2,27,10,5,0,1,3,5,2
2018-01-02,12,0,20,17,19,1,15,12,0,3,6,3,10,1
2018-01-03,9,0,23,14,22,1,28,8,1,5,1,1,12,0
2018-01-04,6,0,8,10,19,0,14,7,0,4,1,2,8,1
2018-01-05,8,1,14,22,18,0,19,10,1,0,0,0,8,0
2018-01-06,8,0,14,13,18,1,12,7,0,0,4,0,14,3
2018-01-07,7,0,18,15,18,0,20,9,1,5,0,1,7,0
2018-01-08,9,0,22,16,22,1,25,10,1,1,1,1,9,1
2018-01-09,3,2,20,19,15,0,35,12,0,4,4,1,19,0
2018-01-10,20,0,22,14,20,2,33,10,0,1,2,1,13,0
2018-01-11,14,0,22,29,18,1,27,14,0,3,3,3,9,5
2018-01-12,10,1,16,27,24,2,23,17,2,1,6,1,6,1
2018-01-13,25,0,8,20,19,0,25,8,1,2,2,0,10,3
2018-01-14,15,0,13,9,19,0,18,11,0,1,3,0,7,0
2018-01-15,19,0,13,11,17,0,23,13,4,3,3,1,14,1
2018-01-16,13,0,21,16,15,0,19,13,2,1,9,1,14,1
2018-01-17,10,0,9,20,10,0,15,16,0,2,4,1,8,1
2018-01-18,7,1,14,17,17,0,28,14,2,4,4,3,16,0
2018-01-19,8,1,17,26,25,1,29,17,2,0,5,1,2,1
2018-01-20,21,0,8,13,22,2,25,20,1,3,4,5,9,1
2018-01-21,19,0,5,15,25,2,17,20,1,0,3,1,12,2
2018-01-22,13,0,7,24,25,1,25,15,1,2,2,0,20,0
2018-01-23,9,0,11,20,19,2,30,10,0,0,1,1,8,1
2018-01-24,14,0,17,21,18,1,35,16,0,1,4,0,11,1
2018-01-25,14,1,8,27,25,1,29,15,2,0,6,0,2,0
2018-01-26,6,1,17,10,21,1,27,18,0,1,0,0,10,0
2018-01-27,6,0,15,15,33,1,20,19,3,2,3,1,11,0
2018-01-28,20,0,17,16,21,2,25,10,0,1,2,2,9,2
2018-01-29,10,2,13,26,21,0,17,14,2,1,4,3,8,3
2018-01-30,22,0,12,13,20,1,25,16,0,3,1,3,5,5
2018-01-31,13,0,19,22,19,1,22,0,2,2,7,1,10,1
2018-02-01,8,0,12,23,20,0,31,16,2,1,1,5,12,0
2018-02-02,11,2,17,14,17,0,31,9,4,2,3,0,10,1
2018-02-03,14,1,11,13,25,1,24,10,1,0,1,0,3,0
2018-02-04,10,1,12,6,16,0,17,10,2,3,0,0,7,1
2018-02-05,12,1,12,11,20,0,21,13,0,1,4,0,8,0
2018-02-06,17,0,18,22,31,0,22,17,2,0,2,0,18,2
2018-02-07,8,1,7,11,13,0,26,10,0,3,3,1,8,1
2018-02-08,11,1,9,15,21,0,23,11,0,2,6,1,11,0
2018-02-09,13,0,21,19,20,0,29,14,1,1,1,0,12,0
2018-02-10,12,0,12,11,16,0,20,20,1,4,1,0,4,3
2018-02-11,10,0,7,13,19,0,17,20,0,0,2,0,13,0
2018-02-12,8,0,12,17,15,0,20,21,3,1,1,1,20,0
2018-02-13,7,0,18,18,16,2,21,14,1,2,0,0,8,0
2018-02-14,14,1,10,12,20,0,31,13,0,0,2,0,4,0
2018-02-15,8,0,10,21,28,1,38,14,3,0,2,1,7,1
2018-02-16,8,2,9,20,22,0,24,22,2,3,3,4,5,0
2018-02-17,8,0,4,14,18,1,19,13,3,1,0,2,5,0
2018-02-18,6,0,11,7,13,0,33,11,2,1,3,4,4,1
2018-02-19,17,0,10,14,15,1,31,18,0,0,3,0,2,4
2018-02-20,21,0,7,23,16,0,27,12,1,1,1,2,7,0
2018-02-21,15,0,2,13,18,3,29,13,1,3,2,2,4,1
2018-02-22,10,0,9,15,25,0,10,15,0,2,1,1,10,0
2018-02-23,6,0,10,19,22,0,12,26,0,0,2,0,7,0
2018-02-24,10,1,13,14,17,0,14,14,0,1,1,0,3,0
2018-02-25,22,0,5,10,16,2,15,24,1,2,2,0,8,2
2018-02-26,12,1,5,23,27,2,32,12,0,2,0,2,11,2
2018-02-27,10,0,12,21,12,2,29,16,1,2,1,3,8,2
2018-02-28,7,1,13,18,23,0,19,17,1,2,1,1,10,2
2018-03-01,5,3,13,15,12,0,27,14,4,0,2,1,9,0
2018-03-02,14,1,4,15,13,0,27,13,2,1,1,2,11,1
2018-03-03,13,0,9,12,25,0,19,15,1,1,2,4,15,0
2018-03-04,13,0,8,11,21,1,22,13,0,0,3,5,4,0
2018-03-05,8,0,7,13,27,1,23,11,1,3,3,1,4,1
2018-03-06,14,0,9,15,24,0,16,12,1,0,2,1,4,1
2018-03-07,15,0,9,11,19,0,21,18,1,0,1,0,3,4
2018-03-08,19,0,9,18,17,1,20,15,0,0,3,1,8,1
2018-03-09,13,0,7,19,15,1,24,13,1,3,1,1,6,2
2018-03-10,11,0,14,14,22,1,18,14,1,3,2,0,12,2
2018-03-11,14,2,6,13,31,0,19,10,2,1,4,2,6,1
2018-03-12,16,2,12,10,26,0,24,19,0,2,0,4,13,8
2018-03-13,16,0,8,18,32,1,23,13,2,1,1,2,4,2
2018-03-14,12,0,5,10,21,0,36,6,0,1,2,2,8,1
2018-03-15,9,0,7,10,24,0,17,23,0,0,0,1,7,0
2018-03-16,20,0,11,21,27,1,29,15,2,2,2,1,4,1
2018-03-17,15,1,17,13,26,0,26,16,0,5,2,2,5,0
2018-03-18,21,0,4,13,33,1,16,21,0,1,3,1,2,6
2018-03-19,13,1,11,20,23,1,19,20,3,1,5,1,8,0
2018-03-20,8,0,15,12,13,1,24,14,0,2,4,1,4,4
2018-03-21,11,0,7,13,19,1,10,9,0,2,1,2,6,1
2018-03-22,12,0,14,22,20,0,28,13,0,2,6,2,20,1
2018-03-23,17,1,13,11,13,0,23,25,1,3,3,1,6,2
2018-03-24,14,0,12,10,21,0,21,11,0,0,1,4,13,3
2018-03-25,9,0,8,9,14,1,13,12,2,0,1,3,7,1
2018-03-26,12,0,12,5,17,0,19,11,2,1,0,0,7,0
2018-03-27,18,0,10,15,16,0,25,6,0,0,2,6,9,4
2018-03-28,8,0,7,14,23,3,24,18,2,0,2,4,5,0
2018-03-29,13,1,11,22,23,0,27,12,1,1,5,3,5,2
2018-03-30,19,0,18,23,23,0,22,8,2,1,1,3,16,4
2018-03-31,24,0,8,13,23,2,23,10,1,1,1,0,13,0
2018-04-01,18,0,10,6,18,0,31,7,1,0,1,2,6,2
2018-04-02,17,0,18,17,30,3,27,22,0,1,1,1,7,1
2018-04-03,13,1,6,14,23,0,27,13,0,0,2,0,9,2
2018-04-04,18,0,7,17,24,2,19,15,1,0,0,0,11,1
2018-04-05,12,0,11,16,22,2,35,14,1,0,2,3,14,0
2018-04-06,15,0,22,21,38,0,29,14,4,1,1,1,8,0
2018-04-07,15,2,8,7,20,3,21,18,1,0,2,3,4,2
2018-04-08,19,1,8,10,32,0,18,13,1,1,0,2,11,1
2018-04-09,15,0,7,18,19,0,27,16,1,2,0,2,15,0
2018-04-10,20,0,12,11,23,0,26,17,0,1,2,1,6,2
2018-04-11,15,1,9,24,18,0,30,7,1,2,2,1,4,1
2018-04-12,21,0,7,21,24,3,38,12,1,0,5,3,6,2
2018-04-13,21,0,6,10,17,1,40,12,1,0,1,3,10,7
2018-04-14,18,1,10,14,18,2,18,11,0,1,2,2,12,1
2018-04-15,9,1,10,18,31,1,25,9,2,1,2,2,5,0
2018-04-16,9,1,8,17,19,2,29,16,1,2,0,3,4,1
2018-04-17,12,1,12,16,42,1,25,8,1,2,1,0,13,3
2018-04-18,12,0,10,9,24,3,36,12,0,1,1,0,9,2
2018-04-19,19,0,12,15,23,1,36,17,0,0,2,0,12,3
2018-04-20,12,0,11,8,20,2,24,22,0,0,1,2,11,1
2018-04-21,18,1,12,13,24,1,16,9,0,0,1,1,7,1
2018-04-22,19,0,13,20,27,1,14,14,0,0,2,1,9,5
2018-04-23,19,2,7,10,20,0,25,22,1,2,1,1,11,2
2018-04-24,16,0,11,20,32,0,31,17,3,0,4,6,9,1
2018-04-25,12,0,11,18,21,1,36,10,0,2,3,1,10,0
